"41","[DATE]พรุ่งนี้[/DATE][TIME]บ่าย 3 โมง 11 นาที[/TIME][EVENT]ไปเดินเล่น[/EVENT]","2019-11-16 22:52:56"
"42","[DATE]วันนี้[/DATE]ตอน [TIME]10 โมงครึ่ง[/TIME][EVENT]มีนัดไปหาหมอ[/EVENT]","2019-11-16 23:31:36"
"43","[DATE]พรุ่งนี้[/DATE][EVENT]อย่าลืมจ่ายค่าไฟ[/EVENT]ตอน [TIME]15:00 น[/TIME]ด้วย","2019-11-16 23:31:36"
"44","[DATE]พรุ่งนี้[/DATE]ตอน [TIME]13:00 น.[/TIME] [EVENT]ไปพบลูก[/EVENT]","2019-11-17 00:29:15"
"45","[DATE]พรุ่งนี้[/DATE]เวลา [TIME]19:00 น[/TIME][PERSON]เรา[/PERSON]กับ[PERSON]ลูก[/PERSON][EVENT]มีนัดกินข้าวกัน[/EVENT]","2019-11-17 00:41:22"
"46","อีก [TIME]10 นาที[/TIME][EVENT]ได้เวลาอาบน้ำ[/EVENT]","2019-11-17 00:45:35"
"47","[DATE]วันนี้[/DATE][EVENT]นัดทำงาน[/EVENT] [TIME]15:00 น[/TIME]อย่าลืมเตือนด้วยล่ะ","2019-11-17 13:19:37"
"48","อีก [TIME]5 นาที[/TIME]อย่าลืมเตือน[EVENT]ให้ปิดไฟด้วย[/EVENT]","2019-11-17 15:34:16"
"49","[DATE]พรุ่งนี้[/DATE][TIME]ช่วงบ่าย[/TIME][EVENT]ไปหาเดินเล่นกัน[/EVENT]","2019-11-17 15:34:16"
"50","นับถอยหลังอีก [TIME]10 นาที[/TIME] อย่าลืมเตือน[EVENT]ให้ไปซักผ้า[/EVENT]","2019-11-17 16:46:57"
"51","เวลา [TIME]19:00 น[/TIME][DATE]วันนี้[/DATE][EVENT]มีนัดทำงานกลุ่ม[/EVENT]","2019-11-17 17:56:52"
"52","[DATE]ทุกวัน[/DATE]เวลา [TIME]18:00 น[/TIME]มีนัด[EVENT]ไปออกกำลังกาย[/EVENT]","2019-11-17 18:05:45"
"53","ตอน [TIME]9:00 น[/TIME]เตือน[EVENT]ให้กินยาด้วย[/EVENT]","2019-11-17 18:23:49"
"54","เอาล่ะ[DATE]วันนี้[/DATE]ตอน [TIME]15:00 น[/TIME][EVENT]มีธุระไปหาหมอ[/EVENT]","2019-11-19 14:16:48"
"55","[DATE]พรุ่งนี้[/DATE]แจ้งเตือนด้วยนะตอน [TIME]15:00 น[/TIME][EVENT]ต้องไปรับลูก[/EVENT]","2019-11-19 14:16:48"
"56","[EVENT]ตั้งนาฬิกาปลุก[/EVENT]เวลา [TIME]7:00 น[/TIME]","2019-11-19 14:16:48"
"57","แจ้งเตือนเวลา [TIME]8:00 น[/TIME]ของ[DATE]ทุกวัน[/DATE][EVENT]ให้ออกกำลังกาย[/EVENT]","2019-11-19 14:16:48"
"58","อีกประมาณ [TIME]3 นาที[/TIME] เตือน[EVENT]ให้ปิดเตาด้วยนะ[/EVENT]","2019-11-20 22:01:41"
"59","อีก [TIME]9 นาที[/TIME]หลังจากนี้[EVENT]ให้ปลุกด้วยนะ[/EVENT]","2019-11-20 22:20:30"
"60","[DATE]ทุกวัน[/DATE]เวลา [TIME]8:00 น[/TIME]ให้เตือนว่า[EVENT]อย่าลืมกินข้าว[/EVENT]","2019-11-21 01:02:58"
"61","[DATE]พรุ่งนี้[/DATE][TIME]เที่ยงคืน[/TIME]เตือน[EVENT]ให้สวดมนต์ด้วย[/EVENT]","2019-11-21 01:02:58"
"62","อย่าลืมแจ้งเตือนด้วย[TIME]ช่วงบ่ายสามโมงเย็น[/TIME][EVENT]เรามีนัดไปหาอาจารย์[/EVENT]","2019-12-18 09:13:58"
